MAL_ID,SEPERATE,Name,SEPERATE,Score,SEPERATE,Genres,SEPERATE,Type,SEPERATE,Episodes,SEPERATE,Premiered,SEPERATE,Ranked,SEPERATE,Popularity,SEPERATE,Favorites,END
127,SEPERATE,Gate Keepers,SEPERATE,6.96,SEPERATE,"Action, Sci-Fi, Comedy, Fantasy, Mecha, Shounen",SEPERATE,TV,SEPERATE,24,SEPERATE,Spring 2000,SEPERATE,3767,SEPERATE,3717,SEPERATE,59,END
128,SEPERATE,Gate Keepers 21,SEPERATE,6.79,SEPERATE,"Action, Drama, Mecha, Sci-Fi, Shounen",SEPERATE,OVA,SEPERATE,6,SEPERATE,Unknown,SEPERATE,4489,SEPERATE,5026,SEPERATE,23,END
129,SEPERATE,Gensoumaden Saiyuuki,SEPERATE,7.59,SEPERATE,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",SEPERATE,TV,SEPERATE,50,SEPERATE,Spring 2000,SEPERATE,1315,SEPERATE,2359,SEPERATE,833,END
130,SEPERATE,Saiyuuki Reload,SEPERATE,7.41,SEPERATE,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",SEPERATE,TV,SEPERATE,25,SEPERATE,Fall 2003,SEPERATE,1858,SEPERATE,3071,SEPERATE,116,END
131,SEPERATE,Saiyuuki Reload Gunlock,SEPERATE,7.42,SEPERATE,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 2004,SEPERATE,1840,SEPERATE,3724,SEPERATE,51,END
132,SEPERATE,GetBackers,SEPERATE,7.61,SEPERATE,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",SEPERATE,TV,SEPERATE,49,SEPERATE,Fall 2002,SEPERATE,1249,SEPERATE,1339,SEPERATE,911,END
133,SEPERATE,Green Green,SEPERATE,6.21,SEPERATE,"Comedy, Ecchi, Romance, School, Slice of Life",SEPERATE,TV,SEPERATE,12,SEPERATE,Summer 2003,SEPERATE,7303,SEPERATE,1333,SEPERATE,263,END
134,SEPERATE,Gunslinger Girl,SEPERATE,7.42,SEPERATE,"Action, Psychological, Military, Drama, Sci-Fi",SEPERATE,TV,SEPERATE,13,SEPERATE,Fall 2003,SEPERATE,1821,SEPERATE,920,SEPERATE,1140,END
135,SEPERATE,Hikaru no Go,SEPERATE,8.11,SEPERATE,"Comedy, Game, Shounen, Supernatural",SEPERATE,TV,SEPERATE,75,SEPERATE,Fall 2001,SEPERATE,400,SEPERATE,1287,SEPERATE,2186,END
136,SEPERATE,Hunter x Hunter,SEPERATE,8.42,SEPERATE,"Action, Adventure, Super Power, Fantasy, Shounen",SEPERATE,TV,SEPERATE,62,SEPERATE,Fall 1999,SEPERATE,143,SEPERATE,319,SEPERATE,9525,END
137,SEPERATE,Hunter x Hunter: Original Video Animation,SEPERATE,8.33,SEPERATE,"Action, Adventure, Super Power, Shounen",SEPERATE,OVA,SEPERATE,8,SEPERATE,Unknown,SEPERATE,205,SEPERATE,1375,SEPERATE,408,END
138,SEPERATE,Hunter x Hunter: Greed Island,SEPERATE,8.21,SEPERATE,"Action, Adventure, Super Power, Fantasy, Shounen",SEPERATE,OVA,SEPERATE,8,SEPERATE,Unknown,SEPERATE,299,SEPERATE,1244,SEPERATE,318,END
139,SEPERATE,Hunter x Hunter: Greed Island Final,SEPERATE,8.29,SEPERATE,"Action, Adventure, Super Power, Fantasy, Shounen",SEPERATE,OVA,SEPERATE,14,SEPERATE,Unknown,SEPERATE,230,SEPERATE,1288,SEPERATE,268,END
141,SEPERATE,Jinki:Extend,SEPERATE,6.14,SEPERATE,"Mecha, Sci-Fi",SEPERATE,TV,SEPERATE,12,SEPERATE,Winter 2005,SEPERATE,7618,SEPERATE,4923,SEPERATE,10,END
142,SEPERATE,Kamikaze Kaitou Jeanne,SEPERATE,7.45,SEPERATE,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",SEPERATE,TV,SEPERATE,44,SEPERATE,Winter 1999,SEPERATE,1746,SEPERATE,2363,SEPERATE,499,END
143,SEPERATE,Kannazuki no Miko,SEPERATE,6.87,SEPERATE,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",SEPERATE,TV,SEPERATE,12,SEPERATE,Fall 2004,SEPERATE,4169,SEPERATE,2000,SEPERATE,767,END
144,SEPERATE,Kanon,SEPERATE,7.11,SEPERATE,"Drama, Romance, Slice of Life, Supernatural",SEPERATE,TV,SEPERATE,13,SEPERATE,Winter 2002,SEPERATE,3174,SEPERATE,2105,SEPERATE,248,END
145,SEPERATE,Kareshi Kanojo no Jijou,SEPERATE,7.61,SEPERATE,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",SEPERATE,TV,SEPERATE,26,SEPERATE,Fall 1998,SEPERATE,1254,SEPERATE,875,SEPERATE,2188,END
146,SEPERATE,Kono Minikuku mo Utsukushii Sekai,SEPERATE,6.76,SEPERATE,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",SEPERATE,TV,SEPERATE,12,SEPERATE,Spring 2004,SEPERATE,4625,SEPERATE,2145,SEPERATE,178,END
147,SEPERATE,Kimi ga Nozomu Eien,SEPERATE,7.24,SEPERATE,"Drama, Romance, Slice of Life",SEPERATE,TV,SEPERATE,14,SEPERATE,Fall 2003,SEPERATE,2604,SEPERATE,1187,SEPERATE,1072,END
148,SEPERATE,Kita e.: Diamond Dust Drops,SEPERATE,6.62,SEPERATE,"Drama, Romance, Slice of Life",SEPERATE,TV,SEPERATE,12,SEPERATE,Winter 2004,SEPERATE,5305,SEPERATE,5411,SEPERATE,9,END
149,SEPERATE,Loveless,SEPERATE,6.86,SEPERATE,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",SEPERATE,TV,SEPERATE,12,SEPERATE,Spring 2005,SEPERATE,4203,SEPERATE,1215,SEPERATE,1632,END
150,SEPERATE,Blood+,SEPERATE,7.66,SEPERATE,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",SEPERATE,TV,SEPERATE,50,SEPERATE,Fall 2005,SEPERATE,1116,SEPERATE,431,SEPERATE,4623,END
151,SEPERATE,Re: Cutey Honey,SEPERATE,7.12,SEPERATE,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,3130,SEPERATE,3430,SEPERATE,133,END
152,SEPERATE,Solty Rei,SEPERATE,7.28,SEPERATE,"Action, Sci-Fi, Super Power",SEPERATE,TV,SEPERATE,24,SEPERATE,Fall 2005,SEPERATE,2447,SEPERATE,3233,SEPERATE,124,END
153,SEPERATE,Juuni Kokuki,SEPERATE,8.06,SEPERATE,"Action, Adventure, Fantasy, Magic, Supernatural",SEPERATE,TV,SEPERATE,45,SEPERATE,Spring 2002,SEPERATE,464,SEPERATE,1266,SEPERATE,2261,END
154,SEPERATE,Shaman King,SEPERATE,7.78,SEPERATE,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",SEPERATE,TV,SEPERATE,64,SEPERATE,Summer 2001,SEPERATE,853,SEPERATE,477,SEPERATE,3672,END
155,SEPERATE,X/1999,SEPERATE,6.59,SEPERATE,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,5420,SEPERATE,2904,SEPERATE,128,END
156,SEPERATE,X,SEPERATE,7.43,SEPERATE,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",SEPERATE,TV,SEPERATE,24,SEPERATE,Fall 2001,SEPERATE,1804,SEPERATE,1818,SEPERATE,796,END
157,SEPERATE,Mahou Sensei Negima!,SEPERATE,6.98,SEPERATE,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",SEPERATE,TV,SEPERATE,26,SEPERATE,Winter 2005,SEPERATE,3708,SEPERATE,1208,SEPERATE,601,END
158,SEPERATE,Maria-sama ga Miteru,SEPERATE,7.34,SEPERATE,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",SEPERATE,TV,SEPERATE,13,SEPERATE,Winter 2004,SEPERATE,2178,SEPERATE,2170,SEPERATE,663,END
159,SEPERATE,Boukyaku no Senritsu,SEPERATE,6.34,SEPERATE,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",SEPERATE,TV,SEPERATE,24,SEPERATE,Spring 2004,SEPERATE,6657,SEPERATE,3975,SEPERATE,43,END
160,SEPERATE,"Ima, Soko ni Iru Boku",SEPERATE,7.66,SEPERATE,"Adventure, Drama, Fantasy, Military, Sci-Fi",SEPERATE,TV,SEPERATE,13,SEPERATE,Fall 1999,SEPERATE,1140,SEPERATE,1309,SEPERATE,1018,END
161,SEPERATE,Peace Maker Kurogane,SEPERATE,7.33,SEPERATE,"Action, Comedy, Historical, Samurai, Shounen",SEPERATE,TV,SEPERATE,24,SEPERATE,Fall 2003,SEPERATE,2186,SEPERATE,2251,SEPERATE,307,END
162,SEPERATE,Pita Ten,SEPERATE,6.94,SEPERATE,"Comedy, Fantasy, Kids, Romance, School, Shounen",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 2002,SEPERATE,3863,SEPERATE,3626,SEPERATE,104,END
163,SEPERATE,Power Stone,SEPERATE,6.48,SEPERATE,"Adventure, Comedy, Fantasy, Historical, Shounen",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 1999,SEPERATE,6015,SEPERATE,5874,SEPERATE,20,END
164,SEPERATE,Mononoke Hime,SEPERATE,8.72,SEPERATE,"Action, Adventure, Fantasy",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,40,SEPERATE,91,SEPERATE,17114,END
165,SEPERATE,RahXephon,SEPERATE,7.42,SEPERATE,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",SEPERATE,TV,SEPERATE,26,SEPERATE,Winter 2002,SEPERATE,1820,SEPERATE,1395,SEPERATE,949,END
166,SEPERATE,Samurai 7,SEPERATE,7.48,SEPERATE,"Historical, Mecha, Samurai, Sci-Fi",SEPERATE,TV,SEPERATE,26,SEPERATE,Summer 2004,SEPERATE,1646,SEPERATE,1295,SEPERATE,744,END
167,SEPERATE,Scrapped Princess,SEPERATE,7.41,SEPERATE,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",SEPERATE,TV,SEPERATE,24,SEPERATE,Spring 2003,SEPERATE,1861,SEPERATE,1637,SEPERATE,433,END
168,SEPERATE,s.CRY.ed,SEPERATE,7.38,SEPERATE,"Action, Sci-Fi, Adventure, Super Power, Drama",SEPERATE,TV,SEPERATE,26,SEPERATE,Summer 2001,SEPERATE,1969,SEPERATE,1787,SEPERATE,673,END
169,SEPERATE,Shingetsutan Tsukihime,SEPERATE,6.91,SEPERATE,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",SEPERATE,TV,SEPERATE,12,SEPERATE,Fall 2003,SEPERATE,3970,SEPERATE,1086,SEPERATE,654,END
170,SEPERATE,Slam Dunk,SEPERATE,8.53,SEPERATE,"Comedy, Drama, School, Shounen, Sports",SEPERATE,TV,SEPERATE,101,SEPERATE,Fall 1993,SEPERATE,92,SEPERATE,728,SEPERATE,5471,END
171,SEPERATE,Strange Dawn,SEPERATE,6.35,SEPERATE,"Adventure, Drama, Fantasy",SEPERATE,TV,SEPERATE,13,SEPERATE,Summer 2000,SEPERATE,6634,SEPERATE,7014,SEPERATE,7,END
173,SEPERATE,Tactics,SEPERATE,7.23,SEPERATE,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",SEPERATE,TV,SEPERATE,25,SEPERATE,Fall 2004,SEPERATE,2668,SEPERATE,2670,SEPERATE,184,END
174,SEPERATE,Tenjou Tenge,SEPERATE,6.93,SEPERATE,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",SEPERATE,TV,SEPERATE,24,SEPERATE,Spring 2004,SEPERATE,3911,SEPERATE,934,SEPERATE,647,END
175,SEPERATE,Tokyo Underground,SEPERATE,6.63,SEPERATE,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 2002,SEPERATE,5230,SEPERATE,3254,SEPERATE,41,END
176,SEPERATE,Triangle Heart: Sweet Songs Forever,SEPERATE,6.19,SEPERATE,"Adventure, Romance",SEPERATE,OVA,SEPERATE,4,SEPERATE,Unknown,SEPERATE,7381,SEPERATE,5991,SEPERATE,6,END
177,SEPERATE,Tsubasa Chronicle,SEPERATE,7.55,SEPERATE,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 2005,SEPERATE,1437,SEPERATE,759,SEPERATE,2284,END
178,SEPERATE,Ultra Maniac,SEPERATE,7.18,SEPERATE,"Comedy, Magic, Romance, School, Shoujo",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 2003,SEPERATE,2871,SEPERATE,3103,SEPERATE,141,END
179,SEPERATE,Ultra Maniac OVA,SEPERATE,6.69,SEPERATE,"Comedy, Magic, Romance, School",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4978,SEPERATE,6509,SEPERATE,4,END
180,SEPERATE,Vandread,SEPERATE,7.21,SEPERATE,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",SEPERATE,TV,SEPERATE,13,SEPERATE,Fall 2000,SEPERATE,2723,SEPERATE,1771,SEPERATE,436,END
181,SEPERATE,Vandread: The Second Stage,SEPERATE,7.42,SEPERATE,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",SEPERATE,TV,SEPERATE,13,SEPERATE,Fall 2001,SEPERATE,1850,SEPERATE,2326,SEPERATE,117,END
182,SEPERATE,Tenkuu no Escaflowne,SEPERATE,7.7,SEPERATE,"Adventure, Psychological, Romance, Fantasy, Mecha",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 1996,SEPERATE,1037,SEPERATE,1157,SEPERATE,2086,END
183,SEPERATE,Whistle!,SEPERATE,7.39,SEPERATE,"School, Shounen, Sports",SEPERATE,TV,SEPERATE,39,SEPERATE,Spring 2002,SEPERATE,1939,SEPERATE,4545,SEPERATE,73,END
184,SEPERATE,Xenosaga The Animation,SEPERATE,6.37,SEPERATE,"Action, Mecha, Sci-Fi, Shounen, Space",SEPERATE,TV,SEPERATE,12,SEPERATE,Winter 2005,SEPERATE,6577,SEPERATE,3838,SEPERATE,46,END
185,SEPERATE,Initial D First Stage,SEPERATE,8.29,SEPERATE,"Action, Cars, Drama, Seinen, Sports",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 1998,SEPERATE,231,SEPERATE,638,SEPERATE,6949,END
186,SEPERATE,Initial D Second Stage,SEPERATE,8.12,SEPERATE,"Action, Cars, Drama, Seinen, Sports",SEPERATE,TV,SEPERATE,13,SEPERATE,Fall 1999,SEPERATE,391,SEPERATE,1095,SEPERATE,691,END
187,SEPERATE,Initial D Third Stage,SEPERATE,7.89,SEPERATE,"Action, Cars, Sports, Drama, Romance, Seinen",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,689,SEPERATE,1270,SEPERATE,469,END
188,SEPERATE,Gosenzo San'e,SEPERATE,6.11,SEPERATE,"Comedy, Hentai, Mystery, Supernatural",SEPERATE,OVA,SEPERATE,4,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8469,SEPERATE,4,END
189,SEPERATE,Love Hina,SEPERATE,7.14,SEPERATE,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",SEPERATE,TV,SEPERATE,24,SEPERATE,Spring 2000,SEPERATE,3037,SEPERATE,645,SEPERATE,1584,END
190,SEPERATE,Love Hina Again,SEPERATE,7.25,SEPERATE,"Comedy, Drama, Ecchi, Romance, Shounen",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,2581,SEPERATE,1715,SEPERATE,95,END
191,SEPERATE,Love Hina Christmas Special: Silent Eve,SEPERATE,7.34,SEPERATE,"Slice of Life, Comedy, Romance",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2174,SEPERATE,2177,SEPERATE,49,END
192,SEPERATE,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,SEPERATE,7.21,SEPERATE,"Adventure, Comedy, Romance",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2731,SEPERATE,2307,SEPERATE,23,END
193,SEPERATE,Maburaho,SEPERATE,6.8,SEPERATE,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",SEPERATE,TV,SEPERATE,24,SEPERATE,Fall 2003,SEPERATE,4444,SEPERATE,1583,SEPERATE,259,END
194,SEPERATE,Macross Zero,SEPERATE,7.55,SEPERATE,"Adventure, Mecha, Military, Sci-Fi, Shounen",SEPERATE,OVA,SEPERATE,5,SEPERATE,Unknown,SEPERATE,1438,SEPERATE,2809,SEPERATE,125,END
195,SEPERATE,Onegai☆Teacher,SEPERATE,7.17,SEPERATE,"Sci-Fi, Comedy, Drama, Romance, School",SEPERATE,TV,SEPERATE,12,SEPERATE,Winter 2002,SEPERATE,2877,SEPERATE,1008,SEPERATE,926,END
196,SEPERATE,Onegai☆Twins,SEPERATE,6.88,SEPERATE,"Comedy, Drama, Harem, School, Sci-Fi",SEPERATE,TV,SEPERATE,12,SEPERATE,Summer 2003,SEPERATE,4123,SEPERATE,1699,SEPERATE,192,END
197,SEPERATE,Rizelmine,SEPERATE,6.55,SEPERATE,"Sci-Fi, Comedy, Romance, Ecchi, School",SEPERATE,TV,SEPERATE,24,SEPERATE,Spring 2002,SEPERATE,5608,SEPERATE,3495,SEPERATE,51,END
198,SEPERATE,Speed Grapher,SEPERATE,7.35,SEPERATE,"Action, Mystery, Super Power",SEPERATE,TV,SEPERATE,24,SEPERATE,Spring 2005,SEPERATE,2105,SEPERATE,1458,SEPERATE,602,END
199,SEPERATE,Sen to Chihiro no Kamikakushi,SEPERATE,8.83,SEPERATE,"Adventure, Supernatural, Drama",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,23,SEPERATE,41,SEPERATE,25610,END
200,SEPERATE,Tenshi na Konamaiki,SEPERATE,7.48,SEPERATE,"Comedy, Magic, Romance, Shounen",SEPERATE,TV,SEPERATE,50,SEPERATE,Spring 2002,SEPERATE,1653,SEPERATE,3426,SEPERATE,133,END
201,SEPERATE,Video Girl Ai,SEPERATE,7.21,SEPERATE,"Comedy, Drama, Ecchi, Romance",SEPERATE,OVA,SEPERATE,6,SEPERATE,Unknown,SEPERATE,2725,SEPERATE,3409,SEPERATE,107,END
202,SEPERATE,Wolf's Rain,SEPERATE,7.82,SEPERATE,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",SEPERATE,TV,SEPERATE,26,SEPERATE,Winter 2003,SEPERATE,803,SEPERATE,528,SEPERATE,5716,END
203,SEPERATE,Words Worth,SEPERATE,6.75,SEPERATE,"Adventure, Hentai, Demons, Magic, Fantasy",SEPERATE,OVA,SEPERATE,5,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,5518,SEPERATE,38,END
204,SEPERATE,Yumeria,SEPERATE,6.11,SEPERATE,"Action, Comedy, Ecchi, Harem, Super Power",SEPERATE,TV,SEPERATE,12,SEPERATE,Winter 2004,SEPERATE,7783,SEPERATE,3283,SEPERATE,35,END
205,SEPERATE,Samurai Champloo,SEPERATE,8.5,SEPERATE,"Action, Adventure, Comedy, Historical, Samurai, Shounen",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 2004,SEPERATE,105,SEPERATE,86,SEPERATE,29414,END
206,SEPERATE,Lodoss-tou Senki: Eiyuu Kishi Den,SEPERATE,7.16,SEPERATE,"Action, Adventure, Drama, Magic, Romance, Fantasy",SEPERATE,TV,SEPERATE,27,SEPERATE,Spring 1998,SEPERATE,2951,SEPERATE,3255,SEPERATE,117,END
207,SEPERATE,Lodoss-tou Senki,SEPERATE,7.4,SEPERATE,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",SEPERATE,OVA,SEPERATE,13,SEPERATE,Unknown,SEPERATE,1904,SEPERATE,2236,SEPERATE,487,END
208,SEPERATE,R.O.D: Read or Die,SEPERATE,7.67,SEPERATE,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,1105,SEPERATE,2075,SEPERATE,317,END
209,SEPERATE,R.O.D: The TV,SEPERATE,7.55,SEPERATE,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",SEPERATE,TV,SEPERATE,26,SEPERATE,Fall 2003,SEPERATE,1410,SEPERATE,1971,SEPERATE,423,END
210,SEPERATE,Ranma ½,SEPERATE,7.76,SEPERATE,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",SEPERATE,TV,SEPERATE,161,SEPERATE,Spring 1989,SEPERATE,891,SEPERATE,767,SEPERATE,3665,END
211,SEPERATE,Pure Mail,SEPERATE,6.26,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7731,SEPERATE,14,END
212,SEPERATE,Project A-Ko,SEPERATE,6.86,SEPERATE,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4200,SEPERATE,4227,SEPERATE,104,END
213,SEPERATE,Pia Carrot e Youkoso!!,SEPERATE,6.02,SEPERATE,"Comedy, Romance, Hentai",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7767,SEPERATE,5,END
214,SEPERATE,Pia Carrot e Youkoso!! 2,SEPERATE,6.15,SEPERATE,"Comedy, Romance, Hentai",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8715,SEPERATE,4,END
215,SEPERATE,Pia Carrot e Youkoso!! 2 DX,SEPERATE,6.31,SEPERATE,"Comedy, Romance",SEPERATE,OVA,SEPERATE,6,SEPERATE,Unknown,SEPERATE,6799,SEPERATE,8682,SEPERATE,3,END
216,SEPERATE,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,SEPERATE,5.94,SEPERATE,"Comedy, Romance",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,8395,SEPERATE,8347,SEPERATE,3,END
217,SEPERATE,Shin Angel,SEPERATE,6.28,SEPERATE,"Comedy, Drama, Hentai, Romance",SEPERATE,OVA,SEPERATE,5,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8362,SEPERATE,13,END
218,SEPERATE,Kidou Senkan Nadesico,SEPERATE,7.52,SEPERATE,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",SEPERATE,TV,SEPERATE,26,SEPERATE,Fall 1996,SEPERATE,1521,SEPERATE,2424,SEPERATE,420,END
219,SEPERATE,Kidou Senkan Nadesico: The Prince of Darkness,SEPERATE,6.77,SEPERATE,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4595,SEPERATE,4347,SEPERATE,33,END
220,SEPERATE,Kuro no Danshou,SEPERATE,5.76,SEPERATE,"Hentai, Horror",SEPERATE,OVA,SEPERATE,4,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8552,SEPERATE,7,END
221,SEPERATE,Mezzo Forte,SEPERATE,6.65,SEPERATE,"Action, Comedy, Hentai, Sci-Fi",SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,3299,SEPERATE,93,END
222,SEPERATE,Mezzo DSA,SEPERATE,6.68,SEPERATE,"Action, Adventure, Comedy, Mystery, Sci-Fi",SEPERATE,TV,SEPERATE,13,SEPERATE,Winter 2004,SEPERATE,5005,SEPERATE,3924,SEPERATE,33,END
223,SEPERATE,Dragon Ball,SEPERATE,8,SEPERATE,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",SEPERATE,TV,SEPERATE,153,SEPERATE,Winter 1986,SEPERATE,535,SEPERATE,120,SEPERATE,13454,END
225,SEPERATE,Dragon Ball GT,SEPERATE,6.48,SEPERATE,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",SEPERATE,TV,SEPERATE,64,SEPERATE,Winter 1996,SEPERATE,5974,SEPERATE,262,SEPERATE,1878,END
226,SEPERATE,Elfen Lied,SEPERATE,7.56,SEPERATE,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",SEPERATE,TV,SEPERATE,13,SEPERATE,Summer 2004,SEPERATE,1382,SEPERATE,49,SEPERATE,23830,END
227,SEPERATE,FLCL,SEPERATE,8.03,SEPERATE,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",SEPERATE,OVA,SEPERATE,6,SEPERATE,Unknown,SEPERATE,505,SEPERATE,171,SEPERATE,23432,END
228,SEPERATE,Jigoku Shoujo,SEPERATE,7.65,SEPERATE,"Mystery, Horror, Psychological, Supernatural",SEPERATE,TV,SEPERATE,26,SEPERATE,Fall 2005,SEPERATE,1158,SEPERATE,490,SEPERATE,3283,END
229,SEPERATE,Ninin ga Shinobuden,SEPERATE,6.92,SEPERATE,"Comedy, Parody, Martial Arts",SEPERATE,TV,SEPERATE,12,SEPERATE,Summer 2004,SEPERATE,3939,SEPERATE,2957,SEPERATE,142,END
230,SEPERATE,Air Master,SEPERATE,7.02,SEPERATE,"Action, Comedy, Martial Arts, Seinen",SEPERATE,TV,SEPERATE,27,SEPERATE,Spring 2003,SEPERATE,3550,SEPERATE,2829,SEPERATE,155,END
231,SEPERATE,Asagiri no Miko,SEPERATE,6.18,SEPERATE,"Action, Comedy, Supernatural, Fantasy, Seinen",SEPERATE,TV,SEPERATE,26,SEPERATE,Summer 2002,SEPERATE,7429,SEPERATE,5793,SEPERATE,6,END
232,SEPERATE,Cardcaptor Sakura,SEPERATE,8.16,SEPERATE,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",SEPERATE,TV,SEPERATE,70,SEPERATE,Spring 1998,SEPERATE,346,SEPERATE,405,SEPERATE,12901,END
233,SEPERATE,Daa! Daa! Daa!,SEPERATE,7.65,SEPERATE,"Comedy, Sci-Fi, Shoujo",SEPERATE,TV,SEPERATE,78,SEPERATE,Spring 2000,SEPERATE,1152,SEPERATE,3651,SEPERATE,262,END
234,SEPERATE,Dan Doh!!,SEPERATE,6.69,SEPERATE,"Adventure, Sports, Shounen",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 2004,SEPERATE,4958,SEPERATE,7451,SEPERATE,5,END
235,SEPERATE,Detective Conan,SEPERATE,8.16,SEPERATE,"Adventure, Mystery, Comedy, Police, Shounen",SEPERATE,TV,SEPERATE,Unknown,SEPERATE,Winter 1996,SEPERATE,349,SEPERATE,580,SEPERATE,11827,END
236,SEPERATE,E's Otherwise,SEPERATE,6.64,SEPERATE,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 2003,SEPERATE,5178,SEPERATE,4193,SEPERATE,29,END
237,SEPERATE,Koukyoushihen Eureka Seven,SEPERATE,8.09,SEPERATE,"Adventure, Drama, Mecha, Romance, Sci-Fi",SEPERATE,TV,SEPERATE,50,SEPERATE,Spring 2005,SEPERATE,426,SEPERATE,351,SEPERATE,9241,END
